country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation,grocery_and_pharmacy,parks_change,transit_stations,workplaces,residential_change
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,9/30/2020,-14,7,-16,-7,12,-7
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,10/1/2020,-16,6,-15,-10,8,-11
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,10/2/2020,-18,-4,-24,-7,-3,-7
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,10/3/2020,-15,2,-23,-7,-6,-5
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,10/4/2020,-14,2,-13,-6,-15,-4
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,10/5/2020,-21,-2,-23,-7,6,-8
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,10/6/2020,-21,3,-24,-3,9,-9
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,10/7/2020,-22,-5,-26,-8,11,-8
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,10/8/2020,-23,-5,-25,-11,11,-7
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,10/9/2020,-18,-6,-25,-9,0,-1
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,10/10/2020,-15,0,-22,-7,-2,0
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,10/11/2020,-15,1,-14,-9,-11,1
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,10/12/2020,-17,1,-20,-8,10,-2
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,10/13/2020,-21,1,-24,-7,15,-2
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,10/14/2020,-25,-13,-37,-18,13,-1
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,10/15/2020,-25,-8,-36,-16,12,-3
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,10/16/2020,-16,2,-32,-5,2,0
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,10/17/2020,-16,4,-30,-7,-2,3
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,10/18/2020,-14,3,-24,-9,-10,3
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,10/19/2020,-13,7,-23,-2,14,-2
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,10/20/2020,-7,12,-20,2,16,-4
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,10/21/2020,-17,1,-27,-7,16,-5
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,10/22/2020,-17,4,-23,-8,13,-10
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,10/23/2020,-13,5,-22,-3,2,-6
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,10/24/2020,-9,12,-16,-1,-1,-5
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,10/25/2020,-10,9,-11,-3,-11,-5
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,10/26/2020,-16,6,-19,-5,13,-7
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,10/27/2020,-18,9,-20,-3,15,-8
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,10/28/2020,-24,-8,-32,-13,8,-7
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,10/29/2020,-24,-8,-35,-15,10,-9
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,10/30/2020,-18,-4,-32,-9,1,-5
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,10/31/2020,-15,2,-25,-7,-2,-4
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,11/1/2020,-10,5,-14,-6,-12,-5
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,11/2/2020,-17,0,-24,-7,12,-7
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,11/3/2020,-17,4,-25,-4,15,-8
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,11/4/2020,-17,-2,-27,-8,15,-9
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,11/5/2020,-20,-4,-30,-12,12,-11
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,11/6/2020,-16,-5,-29,-7,1,-7
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,11/7/2020,-11,3,-24,-6,-1,-5
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,11/8/2020,-11,3,-17,-7,-11,-5
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,11/9/2020,-19,-2,-26,-8,12,-8
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,11/10/2020,-21,-1,-30,-7,13,-7
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,11/11/2020,-16,-1,-29,-8,15,-9
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,11/12/2020,-19,-3,-29,-12,12,-10
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,11/13/2020,-13,1,-26,-5,2,-7
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,11/14/2020,-10,7,-24,-4,-2,-6
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,11/15/2020,-14,0,-24,-11,-13,-4
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,11/16/2020,-22,-7,-31,-11,10,-7
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,11/17/2020,-17,4,-26,-5,16,-8
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,11/18/2020,-15,0,-26,-5,16,-10
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,11/19/2020,-15,2,-25,-6,13,-12
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,11/20/2020,-5,4,-19,-2,-4,-8
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,11/21/2020,-9,6,-19,-3,-3,-6
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,11/22/2020,-7,6,-10,-1,-14,-7
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,11/23/2020,-17,0,-21,-5,11,-9
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,11/24/2020,-18,2,-23,-4,14,-9
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,11/25/2020,-17,-3,-26,-7,16,-10
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,11/26/2020,-19,-3,-27,-10,14,-11
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,11/27/2020,-13,-1,-26,-5,3,-7
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,11/28/2020,-11,5,-23,-4,0,-6
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,11/29/2020,-14,1,-21,-8,-13,-4
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,11/30/2020,-20,-3,-27,-9,12,-7
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,12/1/2020,-21,1,-28,-7,16,-7
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,12/2/2020,-19,-2,-28,-9,16,-9
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,12/3/2020,-20,-1,-26,-12,13,-10
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,12/4/2020,-15,0,-25,-8,2,-7
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,12/5/2020,-12,6,-23,-7,-1,-6
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,12/6/2020,-11,6,-16,-9,-12,-5
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,12/7/2020,-19,0,-25,-11,12,-7
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,12/8/2020,-20,2,-26,-8,18,-8
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,12/9/2020,-19,-2,-25,-10,17,-8
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,12/10/2020,-20,1,-22,-10,16,-8
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,12/11/2020,-11,6,-19,-4,6,-3
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,12/12/2020,-8,12,-17,-3,3,-2
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,12/13/2020,-6,15,-5,-2,-8,-2
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,12/14/2020,-17,4,-19,-8,16,-3
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,12/15/2020,-17,7,-22,-5,19,-4
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,12/16/2020,-17,2,-24,-8,20,-5
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,12/17/2020,-17,5,-22,-9,17,-7
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,12/18/2020,-13,4,-21,-5,6,-3
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,12/19/2020,-10,11,-19,-3,3,-2
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,12/20/2020,-10,11,-10,-4,-8,-1
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,12/21/2020,-15,8,-16,-4,17,-4
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,12/22/2020,-16,9,-17,-1,18,-4
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,12/23/2020,-16,3,-20,-5,19,-5
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,12/24/2020,-4,16,-5,-1,17,-9
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,12/25/2020,-9,7,-16,-5,3,-3
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,12/26/2020,-11,10,-17,-5,5,-2
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,12/27/2020,-11,9,-10,-7,-5,-1
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,12/28/2020,-14,8,-14,-5,16,-4
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,12/29/2020,-16,7,-16,-2,17,-5
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,12/30/2020,-14,2,-19,-2,17,-6
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,12/31/2020,-3,16,5,16,11,-10
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,2/15/2020,-2,-12,-7,1,-14,6
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,2/16/2020,-10,-10,-15,-13,-9,6
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,2/17/2020,-10,-13,-10,-10,-9,5
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,2/18/2020,-4,-4,-4,-2,3,5
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,2/19/2020,-3,-6,-4,-4,4,4
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,2/20/2020,-5,-8,-1,-7,4,4
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,2/21/2020,-4,-12,0,2,-12,6
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,2/22/2020,-6,-13,-8,-5,-13,6
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,2/23/2020,-9,-10,-15,-13,-8,6
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,2/24/2020,-8,-9,-7,-10,-7,5
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,2/25/2020,-3,-3,-5,-9,6,5
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,2/26/2020,-4,-7,-2,-8,5,4
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,2/27/2020,-5,-10,-2,-5,6,4
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,2/28/2020,-4,-12,-1,4,-11,6
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,2/29/2020,-6,-13,-7,-2,-9,6
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,3/1/2020,-8,-9,-12,-11,-6,5
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,3/2/2020,-9,-11,-8,-9,4,3
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,3/3/2020,-6,-7,-8,-9,19,4
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,3/4/2020,-6,-7,-3,-8,19,3
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,3/5/2020,-6,-9,-2,-5,19,3
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,3/6/2020,-4,-11,-1,3,1,5
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,3/7/2020,-8,-13,-9,-7,1,6
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,3/8/2020,-5,-7,-14,-13,-4,6
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,3/9/2020,-11,-11,-8,-10,4,4
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,3/10/2020,-7,-4,-4,-7,19,4
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,3/11/2020,-6,-5,0,-5,18,3
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,3/12/2020,-7,-9,4,-5,17,3
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,3/13/2020,-9,-12,3,0,0,5
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,3/14/2020,-12,-16,-5,-11,-1,6
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,3/15/2020,-16,-14,-13,-20,-5,7
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,3/16/2020,-13,-13,-8,-14,3,5
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,3/17/2020,-12,-10,-3,-14,17,5
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,3/18/2020,-10,-10,-2,-12,5,5
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,3/19/2020,-13,-13,-1,-11,4,6
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,3/20/2020,-13,-16,0,-7,-12,8
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,3/21/2020,-19,-20,-8,-17,-15,9
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,3/22/2020,-24,-20,-19,-27,-10,9
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,3/23/2020,-19,-17,-11,-20,-9,8
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,3/24/2020,-15,-11,-7,-18,3,8
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,3/25/2020,-18,-13,-7,-17,1,7
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,3/26/2020,-20,-17,-6,-16,0,8
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,3/27/2020,-21,-19,-5,-10,-16,10
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,3/28/2020,-29,-27,-15,-26,-19,12
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,3/29/2020,-37,-27,-20,-36,-18,11
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,3/30/2020,-30,-20,-12,-25,-15,10
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,3/31/2020,-30,-11,-8,-22,-6,9
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,4/1/2020,-46,-27,-12,-34,-16,12
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,4/2/2020,-51,-32,-12,-38,-36,15
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,4/3/2020,-49,-31,-11,-32,-34,15
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,4/4/2020,-52,-36,-14,-39,-34,15
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,4/5/2020,-56,-38,-25,-47,-25,15
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,4/6/2020,-48,-30,-16,-36,-26,13
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,4/7/2020,-46,-24,-13,-32,-16,13
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,4/8/2020,-46,-25,-10,-32,-16,12
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,4/9/2020,-47,-28,-10,-31,-17,12
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,4/10/2020,-46,-29,-8,-27,-29,15
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,4/11/2020,-51,-33,-16,-36,-30,15
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,4/12/2020,-54,-35,-25,-45,-24,14
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,4/13/2020,-57,-42,-32,-45,-31,16
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,4/14/2020,-45,-21,-14,-29,-13,12
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,4/15/2020,-49,-29,-18,-33,-14,13
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,4/16/2020,-39,-23,-11,-27,-10,11
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,4/17/2020,-40,-26,-9,-22,-25,14
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,4/18/2020,-41,-29,-15,-29,-24,13
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,4/19/2020,-43,-28,-23,-40,-18,13
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,4/20/2020,-35,-21,-13,-29,-20,11
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,4/21/2020,-31,-19,-13,-28,-8,11
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,4/22/2020,-30,-20,-13,-31,-8,10
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,4/23/2020,-24,-18,-9,-24,-4,9
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,4/24/2020,-22,-21,-11,-18,-19,11
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,4/25/2020,-25,-24,-16,-29,-18,12
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,4/26/2020,-29,-24,-25,-36,-12,11
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,4/27/2020,-18,-15,-13,-21,-8,9
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,4/28/2020,-14,-10,-9,-16,3,7
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,4/29/2020,-4,0,5,-5,5,5
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,4/30/2020,7,34,58,35,-24,7
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,5/1/2020,9,34,59,40,-41,10
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,5/2/2020,-7,16,28,17,-20,9
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,5/3/2020,-25,-3,-10,4,-4,8
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,5/4/2020,-25,-4,-13,-7,5,5
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,5/5/2020,-22,-1,-12,-5,20,5
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,5/6/2020,-19,3,-7,-2,21,5
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,5/7/2020,-20,-1,-6,2,21,5
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,5/8/2020,-18,-1,-3,11,5,6
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,5/9/2020,-22,-5,-10,0,3,6
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,5/10/2020,-25,-1,-15,-9,0,6
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,5/11/2020,-20,1,-10,-2,15,4
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,5/12/2020,-18,7,-7,6,32,4
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,5/13/2020,-18,4,-6,3,31,3
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,5/14/2020,-16,2,-6,8,31,3
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,5/15/2020,-14,-1,-4,11,11,4
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,5/16/2020,-14,0,-5,10,8,4
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,5/17/2020,-19,3,-15,-3,0,6
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,5/18/2020,-18,1,-14,-2,18,4
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,5/19/2020,-18,0,-14,-3,35,4
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,5/20/2020,-17,-1,-13,-3,32,4
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,5/21/2020,-12,2,-5,2,33,3
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,5/22/2020,-12,-3,-6,9,14,5
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,5/23/2020,-20,-9,-17,-2,9,6
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,5/24/2020,-22,-4,-23,-8,-1,8
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,5/25/2020,-19,-4,-18,-5,18,4
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,5/26/2020,-15,3,-15,-3,39,4
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,5/27/2020,-16,-2,-16,-5,35,4
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,5/28/2020,-16,-2,-12,3,36,4
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,5/29/2020,-19,-7,-12,5,14,6
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,5/30/2020,-12,-1,-8,7,11,4
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,5/31/2020,-16,0,-15,-1,-2,6
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,6/1/2020,-15,1,-15,-3,20,4
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,6/2/2020,-15,2,-15,-1,38,4
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,6/3/2020,-16,0,-15,-1,38,4
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,6/4/2020,-21,-6,-16,-4,36,4
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,6/5/2020,-12,-3,-10,9,14,5
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,6/6/2020,-11,-1,-14,4,12,6
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,6/7/2020,-11,5,-17,-5,0,6
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,6/8/2020,-15,0,-15,-2,22,4
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,6/9/2020,-14,2,-14,-5,37,4
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,6/10/2020,-17,-4,-14,-5,32,5
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,6/11/2020,-8,3,-1,5,36,3
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,6/12/2020,-7,0,1,12,15,5
VN,Vietnam,An Giang,,,VN-44,,ChIJjSriTooZCjERuojAUiywHNw,6/13/2020,-17,-13,-17,-4,8,7
